From,To,Year of order,Duration,Quantity,Weapon description
United States,Saudi Arabia,1990.0,1,12.0,combat helicopter
United States,Saudi Arabia,1990.0,1,120.0,BVRAAM
United States,Saudi Arabia,1990.0,2,150.0,tank
France,Saudi Arabia,1988.0,2,12.0,ASW helicopter
United States,Saudi Arabia,1988.0,1,13.0,transport helicopter
United States,Saudi Arabia,1988.0,1,15.0,combat helicopter
United Kingdom,Saudi Arabia,1986.0,1,2.0,light transport aircraft
Germany,Saudi Arabia,1968.0,1,3.0,FAC
United Kingdom,Saudi Arabia,1966.0,1,37.0,SAM
United States,Saudi Arabia,1953.0,2,9.0,bomber aircraft
United States,Saudi Arabia,1965.0,4,9.0,transport aircraft
United States,Saudi Arabia,1981.0,2,8.0,tanker/transport aircraft
United States,Saudi Arabia,1981.0,2,5.0,AEW&C aircraft
United States,Saudi Arabia,1979.0,1,6.0,ARV
United States,Saudi Arabia,1976.0,2,17.0,transport aircraft
United States,Saudi Arabia,1977.0,3,4.0,corvette
United States,Saudi Arabia,1975.0,2,4.0,minesweeper
United States,Saudi Arabia,1975.0,1,2.0,tanker/transport aircraft
United States,Saudi Arabia,1977.0,3,9.0,FAC
United States,Saudi Arabia,2012.0,1,1.0,light transport aircraft
United States,Saudi Arabia,2013.0,1,2.0,tanker/transport aircraft
United States,Saudi Arabia,2013.0,1,25.0,light aircraft
United Kingdom,Saudi Arabia,1986.0,2,24.0,fighter aircraft
United States,Saudi Arabia,2011.0,1,2.0,transport helicopter
United Kingdom,Saudi Arabia,1999.0,1,100.0,guided bomb
Turkiye,Saudi Arabia,2006.0,1,10.0,APC
United Kingdom,Saudi Arabia,2012.0,2,22.0,trainer/combat aircraft
Bulgaria,Saudi Arabia,2016.0,2,24.0,APC
United States,Saudi Arabia,1990.0,1,24.0,FGA aircraft
United States,Saudi Arabia,1984.0,1,400.0,portable SAM
United Kingdom,Saudi Arabia,1966.0,1,4.0,fighter aircraft
United States,Saudi Arabia,1976.0,1,4.0,FGA aircraft
Serbia,Saudi Arabia,2016.0,1,50.0,APC
Spain,Saudi Arabia,2017.0,1,100.0,self-propelled mortar
United States,Saudi Arabia,1979.0,1,8.0,tank
United States,Saudi Arabia,2010.0,1,3.0,transport helicopter
France,Saudi Arabia,1994.0,2,3.0,frigate
United Kingdom,Saudi Arabia,1993.0,3,48.0,FGA aircraft
Sweden,Saudi Arabia,2010.0,1,2.0,AEW&C aircraft
Spain,Saudi Arabia,2015.0,2,2.0,transport aircraft
Germany,Saudi Arabia,2014.0,3,15.0,patrol craft
United Kingdom,Saudi Arabia,2017.0,1,0.0,gas turbine
United States,Saudi Arabia,1990.0,1,200.0,portable SAM
United States,Saudi Arabia,1992.0,5,72.0,FGA aircraft
Sweden,Saudi Arabia,2017.0,1,0.0,fire control radar
Spain,Saudi Arabia,2015.0,1,2.0,maritime patrol aircraft
United States,Saudi Arabia,1989.0,1,17.0,ARV
Switzerland,Saudi Arabia,2012.0,3,55.0,trainer aircraft
Spain,Saudi Arabia,1984.0,1,4.0,transport aircraft
France,Saudi Arabia,1980.0,2,4.0,frigate
France,Saudi Arabia,1980.0,2,2.0,replenishment ship
United Kingdom,Saudi Arabia,1993.0,1,20.0,trainer/combat aircraft
United Kingdom,Saudi Arabia,1988.0,2,40.0,APV
United Kingdom,Saudi Arabia,1988.0,3,3.0,minehunter
United States,Saudi Arabia,2018.0,1,0.0,ABM system
Canada,Saudi Arabia,1994.0,3,20.0,aircraft engine
United States,Saudi Arabia,2017.0,1,0.0,frigate
United States,Saudi Arabia,1990.0,2,8.0,transport helicopter
United States,Saudi Arabia,1979.0,1,32.0,APC
Turkiye,Saudi Arabia,2023.0,1,0.0,armed UAV
South Korea,Saudi Arabia,2022.0,1,0.0,SAM system
Slovakia,Senegal,2016.0,1,3.0,combat helicopter
France,Senegal,2006.0,1,2.0,trainer aircraft
Canada,Senegal,2021.0,2,4.0,aircraft engine
Spain,Senegal,2021.0,2,2.0,transport aircraft
Israel,Senegal,2019.0,2,3.0,patrol craft
France,Senegal,2020.0,1,2.0,trainer aircraft
France,Senegal,2022.0,1,0.0,towed gun
France,Senegal,1973.0,1,1.0,patrol craft
France,Senegal,1975.0,1,1.0,patrol craft
Denmark,Senegal,1985.0,1,1.0,patrol craft
France,Senegal,1985.0,1,1.0,landing craft
Canada,Senegal,1981.0,1,1.0,maritime patrol aircraft
France,Senegal,1979.0,1,1.0,patrol craft
Spain,Senegal,2011.0,1,1.0,patrol craft
France,Senegal,2010.0,1,1.0,landing craft
France,Senegal,2013.0,1,1.0,patrol craft
Indonesia,Senegal,2014.0,1,1.0,transport aircraft
Indonesia,Senegal,2010.0,1,1.0,transport aircraft
France,Senegal,2006.0,1,1.0,light helicopter
Spain,Senegal,2008.0,1,1.0,helicopter
Spain,Senegal,2008.0,1,1.0,transport aircraft
France,Senegal,1995.0,1,1.0,light helicopter
Germany,Senegal,2019.0,1,4.0,ship engine
Italy,Senegal,2019.0,1,2.0,naval gun
France,Senegal,1984.0,1,4.0,light aircraft
France,Senegal,2016.0,1,13.0,APV
France,Senegal,1970.0,1,1.0,light aircraft
France,Senegal,1984.0,1,3.0,armoured car
Israel,Senegal,2019.0,1,1.0,patrol craft
Bulgaria,Senegal,2021.0,1,12.0,mortar
France,Senegal,2018.0,1,36.0,APC/APV
France,Senegal,2014.0,1,1.0,OPV
United States,Senegal,2014.0,1,2.0,aircraft engine
Indonesia,Senegal,2018.0,1,0.0,maritime patrol aircraft
France,Senegal,2019.0,1,2.0,FAC
Canada,Serbia,2022.0,1,4.0,aircraft engine
Spain,Serbia,2022.0,1,2.0,transport aircraft
Russia,Serbia,2016.0,2,30.0,reconnaissance AV
United States,Serbia,2009.0,1,1.0,light transport aircraft
Montenegro,Serbia,2010.0,1,6.0,trainer/combat aircraft
Russia,Serbia,2016.0,2,30.0,tank
Russia,Serbia,2021.0,1,0.0,transport helicopter
Belarus,Serbia,2017.0,1,4.0,FGA aircraft
Ukraine,Serbia,1998.0,1,2.0,transport helicopter
Russia,Serbia,2016.0,1,1.0,fighter aircraft
Russia,Serbia,2016.0,1,5.0,FGA aircraft
Kazakhstan,Serbia,1995.0,1,226.0,portable SAM
Russia,Serbia,2015.0,1,2.0,transport helicopter
Germany,Serbia,2021.0,1,0.0,APC
Russia,Serbia,2021.0,1,0.0,combat helicopter
Slovenia,Serbia,2015.0,1,2.0,air search radar
Germany,Serbia,2021.0,1,1.0,light helicopter
France,Seychelles,1977.0,1,1.0,landing ship
Italy,Seychelles,1981.0,1,1.0,patrol craft
China,Seychelles,2011.0,1,2.0,light transport aircraft
India,Seychelles,2004.0,1,1.0,patrol craft
India,Seychelles,1988.0,1,1.0,light helicopter
Libya,Seychelles,1980.0,1,2.0,light aircraft
India,Seychelles,1982.0,1,2.0,light helicopter
India,Seychelles,2021.0,1,1.0,patrol craft
China,Seychelles,2013.0,1,1.0,patrol craft
India,Seychelles,2013.0,1,1.0,patrol craft
India,Seychelles,2015.0,1,1.0,MP aircraft radar
India,Seychelles,2015.0,1,1.0,maritime patrol aircraft
UAE,Seychelles,2010.0,1,2.0,patrol craft
China,Sierra Leone,1985.0,1,2.0,patrol craft
China,Sierra Leone,2010.0,1,6.0,towed gun
unknown supplier(s),Sierra Leone,1995.0,1,1.0,light aircraft
Ukraine,Sierra Leone,1994.0,1,2.0,tank
Sweden,Singapore,1991.0,1,4.0,minehunter
United Kingdom,Singapore,1994.0,2,8.0,ship engine
United Kingdom,Singapore,2014.0,3,6.0,air refuel system
United Kingdom,Singapore,2014.0,3,12.0,turbofan
Israel,Singapore,2007.0,3,4.0,AEW radar
United States,Singapore,1998.0,1,6.0,transport helicopter
United States,Singapore,1993.0,1,1.0,air search radar
United States,Singapore,1976.0,1,5.0,landing ship
Bangladesh,Singapore,1984.0,1,2.0,helicopter
South Africa,Singapore,1992.0,1,1.0,landing ship
Netherlands,Singapore,1991.0,2,5.0,ASW aircraft
United States,Singapore,1989.0,1,24.0,FGA aircraft
United States,Singapore,1989.0,1,3.0,artillery locating radar
United States,Singapore,1986.0,1,5.0,FGA aircraft
United States,Singapore,1987.0,1,3.0,FGA aircraft
United States,Singapore,1975.0,1,2.0,minesweeper
Netherlands,Singapore,1970.0,1,1.0,patrol craft
Oman,Singapore,1977.0,1,5.0,trainer/combat aircraft
South Yemen,Singapore,1975.0,1,4.0,trainer/combat aircraft
South Yemen,Singapore,1974.0,1,5.0,trainer aircraft
United States,Singapore,1985.0,1,8.0,FGA aircraft
United States,Singapore,1983.0,2,4.0,AEW&C aircraft
Italy,Singapore,1982.0,1,6.0,trainer aircraft
United States,Singapore,1980.0,1,20.0,helicopter
France,Singapore,1979.0,1,12.0,trainer aircraft
United States,Singapore,1980.0,1,6.0,FGA aircraft
Italy,Singapore,1979.0,1,6.0,trainer aircraft
United States,Singapore,1976.0,1,21.0,FGA aircraft
France,Singapore,2014.0,3,6.0,tanker/transport aircraft
United States,Singapore,2013.0,1,2.0,ASW helicopter
United States,Singapore,1980.0,1,1.0,air search radar
United States,Singapore,1999.0,1,2.0,transport helicopter
United States,Singapore,2009.0,1,15.0,APC
United Kingdom,Singapore,1970.0,1,1.0,landing ship
Germany,Singapore,2017.0,1,0.0,submarine
United States,Singapore,2007.0,3,4.0,light transport aircraft
Germany,Singapore,1970.0,4,6.0,FAC
United Kingdom,Singapore,1968.0,2,6.0,patrol craft
Germany,Singapore,1986.0,2,6.0,corvette
United States,Singapore,1974.0,1,1.0,air search radar
United States,Singapore,1971.0,1,1.0,landing ship
Jordan,Singapore,1994.0,1,7.0,FGA aircraft
Sweden,Singapore,2005.0,2,2.0,submarine
Sweden,Singapore,1997.0,2,3.0,submarine
Sweden,Singapore,1995.0,1,1.0,submarine
United Kingdom,Singapore,1967.0,2,4.0,landing craft
Netherlands,Singapore,2013.0,3,8.0,air/sea search radar
Switzerland,Singapore,2006.0,1,19.0,trainer aircraft
Germany,Singapore,2023.0,1,0.0,OPV
United States,Singapore,2008.0,1,1.0,light transport aircraft
United States,Singapore,1992.0,1,9.0,FGA aircraft
France,Singapore,2013.0,3,8.0,naval SAM system
Italy,Singapore,2013.0,3,8.0,naval gun
Kuwait,Singapore,1984.0,1,4.0,helicopter
France,Singapore,2000.0,3,6.0,frigate
Sweden,Slovakia,2022.0,1,0.0,IFV
Germany,Slovakia,2023.0,1,2.0,AA gun system
Finland,Slovakia,2022.0,1,0.0,APC
Israel,Slovakia,2021.0,1,0.0,air search radar
Russia,Slovakia,2002.0,1,4.0,transport helicopter
United States,Slovakia,2023.0,1,0.0,APV
Ukraine,Slovakia,1994.0,1,6.0,IFV
Ukraine,Slovakia,1995.0,1,14.0,BVRAAM
Russia,Slovakia,1995.0,2,8.0,FGA aircraft
Russia,Slovakia,1993.0,2,6.0,FGA aircraft
Italy,Slovakia,2014.0,2,2.0,transport aircraft
United States,Slovakia,2018.0,1,0.0,BVRAAM
Finland,Slovakia,2022.0,1,0.0,IFV
United States,Slovakia,2014.0,2,4.0,aircraft engine
United States,Slovakia,2018.0,1,1.0,FGA aircraft
United States,Slovakia,2015.0,4,9.0,transport helicopter
China,Slovakia,2016.0,1,1.0,transport aircraft
Czechia,Slovakia,2012.0,1,2.0,light transport aircraft
Sweden,Slovakia,2022.0,1,0.0,apc
Israel,Slovakia,2020.0,1,100.0,anti-tank missile
United States,Slovakia,2018.0,1,0.0,BVRAAM
United States,Slovenia,2023.0,1,0.0,APV
Italy,Slovenia,2023.0,1,0.0,helicopter
United States,Slovenia,2021.0,1,37.0,APV
United States,Slovenia,2018.0,1,38.0,APV
Italy,Slovenia,2021.0,1,1.0,transport aircraft
United States,Slovenia,2023.0,1,0.0,aircraft engine
France,Slovenia,2002.0,1,2.0,transport helicopter
Canada,Slovenia,1997.0,2,9.0,aircraft engine
France,Slovenia,2001.0,1,2.0,transport helicopter
Switzerland,Slovenia,1997.0,2,9.0,trainer aircraft
Switzerland,Slovenia,1997.0,1,2.0,light transport aircraft
Israel,Slovenia,1996.0,2,18.0,towed gun
United States,Slovenia,1992.0,1,2.0,helicopter
unknown supplier(s),Slovenia,1991.0,1,1.0,helicopter
France,Slovenia,2008.0,1,2.0,air search radar
Turkiye,Slovenia,2007.0,1,10.0,APV
Germany,Slovenia,2000.0,1,6.0,mobile SAM system
Russia,Slovenia,2008.0,1,1.0,patrol craft
United States,Slovenia,1994.0,2,5.0,helicopter
United States,Slovenia,2021.0,1,2.0,aircraft engine
Italy,Slovenia,2023.0,1,0.0,transport aircraft
Australia,Solomon Islands,2014.0,2,2.0,patrol craft
Australia,Solomon Islands,1985.0,1,1.0,patrol craft
France,Somalia,2015.0,1,13.0,APC/APV
Libya,Somalia,1989.0,1,32.0,tank
Italy,Somalia,1979.0,1,2.0,transport aircraft
Italy,Somalia,1960.0,1,8.0,fighter aircraft
Italy,Somalia,1960.0,1,3.0,transport aircraft
Switzerland,Somalia,1968.0,1,1.0,light transport aircraft
Qatar,Somalia,2018.0,1,68.0,APC
Egypt,Somalia,1960.0,1,2.0,trainer aircraft
Turkiye,Somalia,2021.0,1,8.0,APC
Turkiye,Somalia,2020.0,1,12.0,APC
Russia,South Africa,2006.0,1,1.0,recce satellite
France,South Africa,1960.0,2,7.0,light helicopter
Germany,South Africa,1974.0,6,36.0,ship engine
Canada,South Africa,1989.0,2,7.0,aircraft engine
United States,South Africa,2003.0,1,4.0,MP aircraft radar
Germany,South Africa,1978.0,1,2.0,MCM ship
Switzerland,South Africa,1997.0,1,1.0,light transport aircraft
Italy,South Africa,1974.0,6,9.0,fire control radar
United Kingdom,South Africa,1956.0,1,1.0,frigate
Ukraine,South Africa,1992.0,1,1.0,support ship
Switzerland,South Africa,1989.0,1,1.0,light transport aircraft
United States,South Africa,1986.0,1,1.0,transport aircraft
Italy,South Africa,1968.0,1,9.0,light transport aircraft
France,South Africa,1969.0,1,9.0,transport aircraft
United Kingdom,South Africa,1962.0,1,6.0,bomber aircraft
United States,South Africa,1962.0,1,7.0,transport aircraft
France,South Africa,1984.0,1,2.0,helicopter
France,South Africa,1980.0,1,2.0,helicopter
Germany,South Africa,2000.0,1,4.0,minesweeper
United States,South Africa,1996.0,1,1.0,transport aircraft
United States,South Africa,1995.0,1,2.0,transport aircraft
Germany,South Africa,1999.0,2,4.0,frigate
United Kingdom,South Africa,2002.0,2,12.0,trainer/combat aircraft
Netherlands,South Africa,2018.0,2,2.0,OPV
Israel,South Africa,1983.0,1,6.0,light aircraft
Germany,South Africa,1983.0,1,1.0,light helicopter
Germany,South Africa,2000.0,3,3.0,submarine
France,South Africa,2000.0,1,17.0,anti-ship missile
United Kingdom,South Africa,1963.0,2,16.0,bomber aircraft
United States,South Africa,1954.0,1,34.0,fighter aircraft
Sweden,South Africa,1999.0,2,9.0,FGA aircraft
Switzerland,South Africa,1963.0,2,36.0,anti-aircraft gun
United States,South Africa,2003.0,1,8.0,aircraft engine
United Kingdom,South Africa,1957.0,2,3.0,patrol craft
United Kingdom,South Africa,2003.0,1,4.0,helicopter
France,South Korea,2023.0,1,0.0,portable SAM
United States,South Korea,2023.0,1,0.0,transport helicopter
United States,South Korea,2010.0,1,4.0,transport aircraft
Germany,South Korea,2008.0,6,6.0,submarine
United States,South Korea,2016.0,1,0.0,air search radar
United States,South Korea,2005.0,1,8.0,ASW aircraft
France,South Korea,2016.0,1,4.0,tanker/transport aircraft
United States,South Korea,2021.0,1,0.0,ASW helicopter
United States,South Korea,1997.0,2,16.0,aircraft engine
United States,South Korea,1962.0,1,2.0,tug
Russia,South Korea,2002.0,2,3.0,landing craft
Netherlands,South Korea,1999.0,3,3.0,naval gun
Canada,South Korea,1950.0,1,10.0,trainer aircraft
United States,South Korea,1974.0,1,14.0,light aircraft
United States,South Korea,1996.0,1,2.0,support ship
United States,South Korea,1996.0,2,29.0,self-propelled MRL
United States,South Korea,1979.0,1,1.0,destroyer
United States,South Korea,1995.0,1,13.0,self-propelled gun
United States,South Korea,1974.0,1,19.0,FGA aircraft
United States,South Korea,1981.0,1,5.0,ASW aircraft
Netherlands,South Korea,1995.0,2,4.0,naval gun
United States,South Korea,1994.0,3,3.0,air search radar
Italy,South Korea,1992.0,3,3.0,naval gun
Spain,South Korea,1992.0,2,12.0,transport aircraft
United Kingdom,South Korea,1990.0,2,20.0,trainer/combat aircraft
United States,South Korea,1989.0,1,30.0,FGA aircraft
United States,South Korea,1988.0,1,4.0,FGA aircraft
United States,South Korea,1988.0,2,24.0,FGA aircraft
United States,South Korea,1987.0,2,24.0,FGA aircraft
United States,South Korea,1978.0,2,2.0,salvage ship
United States,South Korea,1973.0,1,2.0,destroyer
United States,South Korea,1949.0,1,1.0,patrol craft
United States,South Korea,1985.0,1,4.0,FGA aircraft
United States,South Korea,1982.0,1,6.0,FGA aircraft
United States,South Korea,1976.0,1,27.0,ground attack aircraft
United States,South Korea,2014.0,2,4.0,UAV
Germany,South Korea,2011.0,3,3.0,ship engine
United States,South Korea,1955.0,2,2.0,cargo ship
United States,South Korea,1960.0,1,1.0,cargo ship
United States,South Korea,2011.0,4,6.0,naval gun
United States,South Korea,1984.0,1,8.0,aircraft EO system
Israel,South Korea,2009.0,1,2.0,air search radar
Netherlands,South Korea,2003.0,1,1.0,air search radar
United States,South Korea,1995.0,1,275.0,tank
United States,South Korea,1953.0,1,1.0,frigate
United States,South Korea,1951.0,1,5.0,cargo ship
United States,South Korea,1968.0,1,18.0,FGA aircraft
Germany,South Korea,1997.0,2,12.0,light helicopter
United States,South Korea,1999.0,3,3.0,naval gun
Netherlands,South Korea,1999.0,3,6.0,fire control radar
Netherlands,South Korea,1999.0,3,3.0,air search radar
Netherlands,South Korea,1994.0,3,3.0,air search radar
Germany,South Korea,1994.0,3,3.0,submarine
United States,South Korea,1978.0,1,14.0,FGA aircraft
United Kingdom,South Korea,2012.0,1,1.0,gas turbine
United Kingdom,South Korea,2017.0,1,3.0,gas turbine
United States,South Korea,1977.0,1,2.0,destroyer
Russia,South Korea,1995.0,2,33.0,tank
United States,South Korea,1966.0,2,3.0,frigate
United States,South Korea,1984.0,1,20.0,helicopter
Germany,South Korea,1987.0,3,3.0,submarine
Israel,South Korea,2023.0,1,0.0,AEW radar
Germany,South Korea,1989.0,2,3.0,submarine
United States,South Korea,1972.0,1,2.0,destroyer
United States,South Korea,1971.0,1,1.0,patrol craft
United States,South Korea,1950.0,2,4.0,frigate
United States,South Korea,1972.0,1,18.0,FGA aircraft
United States,South Korea,1996.0,1,30.0,trainer aircraft
United States,South Korea,1950.0,1,4.0,patrol craft
United States,South Korea,2018.0,1,0.0,ASW aircraft
Indonesia,South Korea,1997.0,2,8.0,transport aircraft
Sweden,South Korea,2005.0,6,18.0,fire control radar
United States,South Korea,2006.0,2,4.0,AEW&C aircraft
Germany,South Korea,2000.0,3,3.0,submarine
United States,South Korea,2008.0,3,21.0,FGA aircraft
Germany,South Korea,2018.0,2,90.0,ASM
United Kingdom,South Korea,2013.0,1,8.0,ASW helicopter
United States,South Korea,1968.0,3,47.0,FGA aircraft
United States,South Korea,1979.0,2,4.0,ASW sonar
Netherlands,South Korea,2003.0,4,5.0,naval gun
United States,South Korea,2002.0,3,3.0,naval SAM system
United States,South Korea,1978.0,1,341.0,BVRAAM
United States,South Korea,2023.0,1,0.0,FGA aircraft
United States,South Korea,1974.0,1,19.0,FGA aircraft
United States,South Korea,1992.0,2,24.0,aircraft engine
France,South Korea,2021.0,1,0.0,transport aircraft
United States,South Korea,2022.0,1,0.0,naval gun
Canada,South Korea,2023.0,1,0.0,transport aircraft
Russia,South Sudan,2007.0,1,9.0,transport helicopter
United States,South Vietnam,1960.0,1,25.0,ground attack aircraft
France,South Vietnam,1954.0,1,4.0,landing craft
United States,South Vietnam,1970.0,1,1.0,trainer aircraft
United States,South Vietnam,1962.0,2,4.0,minesweeper
United States,South Vietnam,1970.0,2,7.0,OPV/support ship
Iran,South Vietnam,1972.0,1,30.0,FGA aircraft
South Korea,South Vietnam,1972.0,1,44.0,FGA aircraft
United States,South Vietnam,1957.0,1,10.0,helicopter
United States,South Vietnam,1955.0,1,60.0,light aircraft
Taiwan,South Vietnam,1972.0,1,48.0,FGA aircraft
United Kingdom,South Yemen,1967.0,1,3.0,minesweeper
Soviet Union,South Yemen,1979.0,2,24.0,transport helicopter
Ethiopia,South Yemen,1987.0,1,3.0,FAC
Moldova,Southern rebels (Yemen)*,1994.0,1,7.0,self-propelled MRL
Bulgaria,Southern rebels (Yemen)*,1994.0,1,56.0,tank
East Germany (GDR),Soviet Union,1960.0,1,1.0,SIGINT ship
Poland,Soviet Union,1974.0,3,3.0,training ship
Denmark,Spain,1991.0,1,2.0,ship engine
United Kingdom,Spain,1992.0,2,4.0,minehunter
United States,Spain,2019.0,1,0.0,air search radar
United States,Spain,2019.0,1,0.0,gas turbine
Germany,Spain,2019.0,1,0.0,ship engine
Norway,Spain,1988.0,2,5.0,ASW aircraft
Germany,Spain,1995.0,2,108.0,tank
France,Spain,2019.0,1,0.0,ASW sonar
Israel,Spain,2023.0,1,0.0,guided rocket
United States,Spain,2016.0,2,4.0,armed UAV
United States,Spain,2015.0,1,19.0,SAM
Israel,Spain,2023.0,1,0.0,SSM
Israel,Spain,2023.0,1,0.0,guided rocket/SSM
Switzerland,Spain,2020.0,1,0.0,IFV
United States,Spain,2023.0,1,0.0,ASW helicopter
United States,Spain,2022.0,1,0.0,BVRAAM
France,Spain,2020.0,1,91.0,portable SAM
United States,Spain,2023.0,1,0.0,transport helicopter
United States,Spain,1997.0,2,19.0,vehicle engine
United States,Spain,2004.0,1,1.0,gas turbine
United States,Spain,2005.0,1,1.0,air search radar
Canada,Spain,1978.0,1,3.0,MP aircraft radar
Germany,Spain,2005.0,4,43.0,ASM
United States,Spain,1956.0,1,1.0,patrol craft
Italy,Spain,1980.0,1,6.0,helicopter
United States,Spain,1964.0,1,6.0,helicopter
Germany,Spain,1971.0,1,26.0,light transport aircraft
United Kingdom,Spain,1985.0,1,1.0,air search radar
United States,Spain,1995.0,1,6.0,reconnaissance aircraft
United States,Spain,1968.0,1,4.0,SAM
United States,Spain,1991.0,3,64.0,self-propelled gun
United States,Spain,1991.0,3,8.0,helicopter
United States,Spain,1972.0,1,3.0,ASW aircraft
United States,Spain,2000.0,2,6.0,ASW helicopter
United States,Spain,1990.0,1,80.0,anti-radar missile
United States,Spain,1972.0,1,2.0,landing craft
United Kingdom,Spain,1977.0,1,5.0,FGA aircraft
United States,Spain,1971.0,1,1.0,AALS
United Kingdom,Spain,1985.0,1,17.0,light tank
United States,Spain,1984.0,2,6.0,ASW helicopter
United States,Spain,1980.0,1,3.0,transport helicopter
United States,Spain,1978.0,1,4.0,reconnaissance aircraft
United States,Spain,1975.0,1,3.0,transport helicopter
Netherlands,Spain,1978.0,1,3.0,maritime patrol aircraft
United States,Spain,1979.0,1,100.0,BVRAAM
Italy,Spain,2007.0,1,4.0,APC
France,Spain,2007.0,2,2.0,transport helicopter
United States,Spain,1999.0,5,5.0,naval gun
France,Spain,1977.0,1,10.0,FGA aircraft
France,Spain,1973.0,1,15.0,FGA aircraft
South Africa,Spain,2008.0,2,100.0,APC
United States,Spain,1993.0,2,8.0,FGA aircraft
Italy,Spain,2009.0,1,15.0,APV
Italy,Spain,2008.0,1,80.0,APV
Italy,Spain,2007.0,1,40.0,APV
United States,Spain,1980.0,1,2.0,AALS
United States,Spain,1953.0,1,12.0,tank
United States,Spain,1954.0,2,2.0,minesweeper
United States,Spain,1954.0,5,10.0,minesweeper
United States,Spain,1957.0,3,5.0,destroyer
United States,Spain,1994.0,2,4.0,ship engine
Italy,Spain,2002.0,4,62.0,AFSV
Germany,Spain,1973.0,2,6.0,patrol craft
Germany,Spain,1953.0,1,2.0,light aircraft
France,Spain,1970.0,1,2.0,submarine
France,Spain,1977.0,2,2.0,submarine
France,Spain,1966.0,1,2.0,submarine
Norway,Spain,2023.0,1,0.0,anti-ship missile
Germany,Spain,2014.0,1,4.0,ship engine
Germany,Spain,2006.0,2,8.0,ship engine
France,Spain,2016.0,1,1.0,transport helicopter
Switzerland,Spain,2020.0,2,24.0,trainer aircraft
United States,Spain,2014.0,1,14.0,APC
United States,Spain,1986.0,1,1.0,frigate
France,Spain,1975.0,1,2.0,submarine
United States,Spain,1977.0,3,3.0,frigate
United States,Spain,1990.0,1,2.0,frigate
United States,Spain,1983.0,1,2.0,light transport aircraft
United States,Spain,1966.0,4,5.0,frigate
France,Spain,1994.0,2,5.0,FGA aircraft
Germany,Spain,1995.0,1,1.0,tank
United States,Spain,1994.0,2,2.0,landing ship
France,Spain,1994.0,2,12.0,FGA aircraft
Germany,Spain,2015.0,1,2.0,SAM system
Germany,Spain,2004.0,1,1.0,SAM system
Italy,Spain,2019.0,1,0.0,naval gun
United States,Spain,1972.0,2,5.0,destroyer
Switzerland,Spain,2020.0,1,7.0,APC
Germany,Spain,1992.0,1,1.0,support ship
United States,Spain,2006.0,1,1.0,naval SAM system
Germany,Spain,1972.0,3,6.0,patrol craft
Germany,Spain,2004.0,1,2.0,ship engine
United States,Spain,1996.0,5,10.0,gas turbine
United States,Spain,1996.0,4,4.0,air search radar
United States,Spain,1996.0,5,5.0,ASW sonar
Israel,Spain,2023.0,1,0.0,self-propelled MRL
Israel,Spain,2023.0,1,0.0,anti-tank missile
Italy,Spain,2019.0,1,0.0,transport helicopter
United States,Spain,2017.0,1,2.0,transport helicopter
Switzerland,Spain,2023.0,1,0.0,trainer aircraft
France,Spain,2023.0,1,0.0,portable SAM
China,Sri Lanka,1990.0,1,3.0,light transport aircraft
China,Sri Lanka,2023.0,1,2.0,light transport aircraft
United States,Sri Lanka,2018.0,1,1.0,OPV
China,Sri Lanka,2016.0,1,6.0,trainer aircraft
United States,Sri Lanka,2021.0,1,1.0,OPV
United States,Sri Lanka,1985.0,1,1.0,light transport aircraft
United States,Sri Lanka,2000.0,1,1.0,AGS aircraft
France,Sri Lanka,1990.0,2,8.0,aircraft engine
Israel,Sri Lanka,2000.0,1,4.0,FGA aircraft
India,Sri Lanka,2000.0,1,1.0,OPV
Singapore,Sri Lanka,1986.0,1,2.0,transport craft
unknown supplier(s),Sri Lanka,1983.0,1,2.0,light aircraft
China,Sri Lanka,1994.0,1,1.0,patrol craft
China,Sri Lanka,1994.0,1,1.0,landing ship
Czechia,Sri Lanka,2000.0,1,2.0,armoured bridgelayer
China,Sri Lanka,1994.0,1,3.0,patrol craft
Ukraine,Sri Lanka,1995.0,1,3.0,transport aircraft
Russia,Sri Lanka,1992.0,1,3.0,transport helicopter
Argentina,Sri Lanka,1992.0,2,4.0,ground attack aircraft
United Kingdom,Sri Lanka,1991.0,1,2.0,transport aircraft
Czechoslovakia,Sri Lanka,1991.0,1,27.0,tank
China,Sri Lanka,1990.0,1,2.0,trainer aircraft
China,Sri Lanka,1990.0,1,5.0,fighter aircraft
China,Sri Lanka,1991.0,2,3.0,patrol craft
Italy,Sri Lanka,1989.0,1,2.0,trainer aircraft
United States,Sri Lanka,1985.0,1,4.0,helicopter
United Kingdom,Sri Lanka,1958.0,1,1.0,minesweeper
Soviet Union,Sri Lanka,1975.0,1,1.0,patrol craft
Israel,Sri Lanka,1958.0,1,2.0,frigate
Singapore,Sri Lanka,1984.0,1,3.0,support ship
Singapore,Sri Lanka,1985.0,1,2.0,landing craft
Singapore,Sri Lanka,1984.0,1,3.0,cargo ship
Italy,Sri Lanka,1985.0,1,6.0,trainer aircraft
United States,Sri Lanka,1984.0,1,2.0,light helicopter
Ukraine,Sri Lanka,2000.0,2,7.0,combat helicopter
United States,Sri Lanka,1977.0,1,1.0,trainer aircraft
Israel,Sri Lanka,2009.0,2,6.0,patrol craft
Israel,Sri Lanka,1995.0,2,4.0,patrol craft
India,Sri Lanka,2008.0,1,1.0,OPV
